"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","GRC","Greece","2006","2006",16.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","GRC","Greece","2008","2008",17.6,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","GRC","Greece","2009","2009",17.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","GRC","Greece","2014","2014",17,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","HUN","Hungary","2000","2000",18.5,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","HUN","Hungary","2003","2003",18,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","HUN","Hungary","2008","2008",18.8,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","HUN","Hungary","2009","2009",18.8,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","HUN","Hungary","2014","2014",20.4,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","HUN","Hungary","2000","2000",18,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","HUN","Hungary","2003","2003",19.6,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","HUN","Hungary","2008","2008",21.4,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","HUN","Hungary","2009","2009",21.4,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","HUN","Hungary","2014","2014",22,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","HUN","Hungary","2000","2000",18.2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","HUN","Hungary","2003","2003",18.8,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","HUN","Hungary","2008","2008",20,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","HUN","Hungary","2009","2009",20,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","HUN","Hungary","2014","2014",21.2,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ISL","Iceland","2002","2002",12.4,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ISL","Iceland","2007","2007",21.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ISL","Iceland","2010","2010",19.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ISL","Iceland","2012","2012",23.1,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ISL","Iceland","2015","2015",18.8,"B","Break"
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ISL","Iceland","2017","2017",27.9,"B","Break"
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2002","2002",12.4,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2007","2007",18.9,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2010","2010",22.7,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2012","2012",21.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2015","2015",19.2,"B","Break"
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2017","2017",25.4,"B","Break"
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2002","2002",12.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2007","2007",20.1,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2008","2008",20.1,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2010","2010",21,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2012","2012",22.2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2015","2015",19,"B","Break"
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2017","2017",26.6,"B","Break"
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","IRL","Ireland","2002","2002",14,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","IRL","Ireland","2007","2007",13,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","IRL","Ireland","2015","2015",16,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","IRL","Ireland","2002","2002",15,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","IRL","Ireland","2007","2007",16,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","IRL","Ireland","2015","2015",20,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","IRL","Ireland","2002","2002",15,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","IRL","Ireland","2007","2007",15,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",18,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2000","2000",8.4,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2001","2001",8.4,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2002","2002",8.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2003","2003",8.7,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2005","2005",9.7,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2006","2006",10,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2007","2007",9.2,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2008","2008",9.1,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2009","2009",9.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2010","2010",9.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2011","2011",9.4,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2012","2012",9.5,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2013","2013",9.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2014","2014",9.7,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2015","2015",9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2016","2016",9.8,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2017","2017",9.4,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2000","2000",8.8,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2001","2001",8.6,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2002","2002",8.8,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2003","2003",9.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2005","2005",10.2,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2006","2006",10.4,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2007","2007",10.6,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2008","2008",10.8,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2009","2009",11.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2010","2010",11.1,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2011","2011",10.7,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2012","2012",11.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2013","2013",11.5,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2014","2014",10.8,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2015","2015",10.8,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2016","2016",11.1,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2017","2017",11.8,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2000","2000",8.6,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2001","2001",8.5,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2002","2002",8.5,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2003","2003",9,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2005","2005",9.9,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2006","2006",10.2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2007","2007",9.9,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2008","2008",9.9,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2009","2009",10.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2010","2010",10.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2011","2011",10,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2012","2012",10.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2013","2013",10.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2014","2014",10.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2015","2015",9.8,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2016","2016",10.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2017","2017",10.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2008","2008",1.5,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2009","2009",1.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2010","2010",1.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2011","2011",1.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2012","2012",1.8,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2013","2013",1.9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2014","2014",1.9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2015","2015",2.1,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2016","2016",2.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2017","2017",2.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2008","2008",2,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2009","2009",2.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2010","2010",2.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2011","2011",2.6,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2012","2012",2.7,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2013","2013",3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2014","2014",3.2,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2015","2015",3.5,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2016","2016",4,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2017","2017",4.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2008","2008",1.8,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2009","2009",2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2010","2010",2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2011","2011",2.1,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2012","2012",2.2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2013","2013",2.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2014","2014",2.6,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2015","2015",2.8,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2016","2016",3.2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2017","2017",3.4,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","LUX","Luxembourg","2014","2014",14.4,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","LUX","Luxembourg","2014","2014",16.8,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","LUX","Luxembourg","2014","2014",15.6,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2000","2000",10.2,,
